268,259,199,120,11,190,93,100,131,331,38,274,188,80,11,18,175,345,199,192,190,55,55,93,199,6,175,331,58,199,346,188,331,11,151,58,190,93,197,199,120,38,223,100,223,266,190,113,131,198,223,29,66,199,76,199,232,190,266,72,11,199,337,223,100,188,223,49,223,199,188,11,72,38,199,337,223,223,266,199,174,199,93,223,190,331,38,199,38,188,266,232,223,199,274,223,199,198,223,11,258,258,199,76,199,100,131,49,223,199,93,131,33,199,38,131,199,198,33,232,151,197,199,190,100,274,190,93,38,66,199,151,11,11,55,345,110,110,11					2
2,349,41,269,224,199,151,11,11,55,345,110,110,11,66,232,131,110,198,90,163,49,18,100,105,58,190,201					1
268,259,199,120,43,266,190,173,223,346,93,11,223,38,259,73,345,199,4,188,223,58,258,258,199,316,188,11,151,199,190,266,199,190,274,223,38,131,198,223,199,337,100,190,232,173,199,337,100,131,11,232,151,223,58,199,55,190,11,11,223,331,266,66,66,66,199					2
46,131,266,72,11,199,80,223,223,58,199,11,151,223,199,302,223,49,188,100,199,302,314,188,49,223,100,131,49,223,199,302,335,223,223,100,100,131,49,223,199,190,266,58,199,302,337,223,100,131,49,223,199					0
267,266,100,93,199,290,199,198,131,266,11,151,38,199,33,266,11,188,100,199,312,43,267,43,199,55,223,331,80,131,331,198,38,199,190,11,199,120,259,151,223,4,190,49,188,100,188,131,266,2,259,332,199,258,258,258,258,199,302,268,131,232,173,267,33,11,316,188,11,151,90,131,33,331,43,131,232,173,38,267,33,11,199,302,248,232,38,11,190,11,188,232,199,302,4,33,198,55,223,58,199,256,256,256,256,256,199					1
302,266,223,274,38,199,302,101,223,274,199,55,131,38,11,345,199,302,232,223,266,11,331,190,100,199,302,223,33,331,131,55,223,190,266,38,199,80,223,223,100,199,302,232,331,33,38,151,223,58,199,337,93,199,302,38,274,188,38,38,199,80,331,190,266,232,199,302,100,131,190,266,38,199					0
151,11,11,55,345,110,110,11,66,232,131,110,33,151,346,305,316,131,274,109,337,90,199,151,11,11,55,345,110,110,11,66,232,131,110,174,201,169,332,55,266,105,160,151,49					0
268,259,199,120,43,259,232,131,198,345,199,163,131,331,331,93,199,331,33,266,38,199,188,266,11,131,199,58,331,190,188,266,199,190,80,11,223,331,199,232,131,100,100,188,58,188,266,113,199,274,188,11,151,199,232,190,331,199,190,100,131,266,113,199,90,188,131,199,105,151,33,199,160,190,266,113,199,268,131,190,58,197,199,58,331,188,49,223,331,199,11,331,190,55,55,223,58,199					0
82,305,199,151,223,190,331,11,199,188,38,199,266,131,11,199,109,33,58,113,223,58,199,337,93,199,151,131,274,199,198,33,232,151,199,93,131,33,199,100,131,49,223,197,199,337,33,11,199,337,93,199,151,131,274,199,198,33,232,151,199,93,131,33,199,190,331,223,199,100,131,49,223,58,199,337,93,199,131,11,151,223,331,38,66,82,199,329,329,335,331,190,266,173,199,253,131,331,113,190,266,199					2
253,190,266,199,38,11,190,337,337,223,58,199,11,131,199,58,223,190,11,151,199,188,266,199,43,33,266,38,151,188,266,223,199,101,131,331,11,151,199,162,162,199					0
268,259,199,120,259,151,223,346,33,232,173,223,93,223,101,33,11,345,199,267,266,100,93,199,18,199,163,223,80,11,199,43,131,199,259,190,173,223,199,305,58,49,190,266,11,190,113,223,199,267,80,199,259,151,188,38,199,268,190,331,223,199,267,151,188,131,199,43,11,190,11,223,199,329,199,192,223,188,38,198,190,266,199,267,329,192,329,76,329,267,199,329,335,331,190,198,223,58,199,4,151,131,11,131,258,199,256,199					2
268,259,199,120,314,223,198,198,190,305,266,266,223,43,11,93,100,223,38,345,199,192,190,55,55,93,199,337,188,331,11,151,58,190,93,199,120,253,188,232,151,190,223,100,312,43,267,43,199,93,131,33,199,232,151,223,223,331,80,33,100,199,100,188,11,11,100,223,199,223,100,80,199,256,256,256,199					2
268,259,199,120,58,190,266,232,33,345,199,302,163,131,49,223,163,188,49,223,199,160,131,11,131,331,188,197,199,192,190,55,55,93,199,73,190,100,223,266,11,188,266,223,72,38,199,46,190,93,199					2
316,188,232,173,223,58,199,232,131,131,100,199,73,190,100,223,266,11,188,266,223,72,38,199,46,190,93,199,58,331,188,266,173,38,199,232,131,33,331,11,223,38,93,199,131,80,199,198,93,199,80,190,337,33,100,131,33,38,199,274,188,80,223,199,302,18,188,266,174,337,188,100,100,188,131,266,199					2
120,259,151,223,46,190,188,100,93,43,151,131,274,199,73,190,232,190,266,11,199,232,151,190,188,331,199,188,38,199,266,223,49,223,331,199,302,223,198,55,11,93,199,188,11,72,38,199,80,33,100,100,199,131,80,302,274,131,266,58,223,331,80,33,100,199,302,198,223,198,131,331,188,223,38,302,124,131,266,43,11,223,274,190,331,11,302,314,223,131,331,113,223,72,38,169,33,223,38,11,80,131,331,274,131,331,100,58,55,223,190,232,223,66,332,199					2
43,11,131,331,198,188,266,113,199,192,131,198,223,66,199,259,151,223,199,151,131,331,38,223,38,199,331,190,232,223,199,11,131,199,337,223,190,11,199,11,151,223,199,38,11,131,331,198,66,199,305,49,190,188,100,190,337,100,223,199,11,151,331,131,33,113,151,199,11,151,223,199,274,223,337,199,38,188,11,223,66,199,101,223,232,173,11,188,223,199,232,151,190,331,190,232,11,223,331,199,232,131,100,100,223,232,11,188,131,266,199					2
268,259,199,120,2,131,100,188,49,188,190,2,201,60,345,199,223,49,223,331,93,131,266,223,199,38,151,131,33,100,58,199,190,55,55,331,223,232,188,190,11,223,199,192,190,331,331,93,199,337,232,199,151,223,199,188,38,199,38,131,199,232,190,331,188,266,113,199,11,131,199,223,49,223,331,93,131,266,223,199,151,223,199,198,223,223,11,38,199,120,192,190,331,331,93,2,43,11,93,100,223,38,199,302,192,190,331,331,93,305,55,55,331,223,232,188,190,11,188,131,266,46,190,93,199,256,199,151,11,11,55,345,110,110,11,66,232,131,110					2
268,259,199,120,80,190,11,337,223,100,100,93,337,223,100,100,190,345,199,259,151,223,93,199,198,223,223,11,199,66,66,66,199					2
259,151,190,266,173,199,93,131,33,199,120,113,131,58,199,80,131,331,199,11,151,188,38,199,266,131,266,199,274,151,188,11,223,199,274,190,38,151,223,58,199,337,223,190,33,11,93,199					2
268,259,199,120,33,38,198,266,198,337,331,173,345,199,90,190,199,305,100,100,190,151,258,199,38,190,11,188,38,80,93,199,223,49,223,331,93,199,151,33,266,113,331,93,199,131,266,223,197,199,232,100,131,11,151,223,199,58,199,33,266,232,100,131,11,151,223,58,197,151,223,100,55,199,223,49,223,331,93,199,58,223,337,11,131,331,199,55,190,93,199,151,188,38,199,58,223,337,11,38,197,199,331,223,100,188,223,49,223,199,223,49,223,331,93,199,58,188,38,11,331,223,38,38,223,58,199,131,266,223,66,199					2
253,223,329,131,274,258,199,342,55,199,11,188,100,100,199,11,151,223,199,274,223,223,199,151,131,33,331,38,199,80,188,266,188,38,151,188,266,113,199,11,151,188,38,199,131,80,80,199,274,190,93,199,55,190,38,11,199,198,93,199,337,223,58,11,188,198,223,258,199,302,46,223,49,131,11,223,58,199,302,4,223,266,305,331,11,199,302,105,131,100,131,33,331,199,302,173,266,190,232,173,223,331,223,58,199					0
305,11,199,329,329,199,101,256,131,199,199,33,198,199,190,58,223,33,38,66,66,66,199,256,199,33,198,199,72,11,199,100,131,113,131,258,199,302,38,33,266,38,223,11,199,302,188,266,199,302,11,151,223,199,302,223,188,80,80,223,100,11,131,274,223,331,199,302,55,190,331,188,38,199					2
268,259,199,120,259,151,223,43,188,232,173,46,331,190,274,188,266,113,38,345,199,305,337,190,266,58,131,266,223,58,199,38,274,188,198,198,188,266,113,199,55,131,131,100,199,11,190,173,223,266,199,131,49,223,331,199,337,93,199,266,190,11,33,331,223,66,199,151,11,11,55,345,110,110,11,66,232,131,110,144,29,100,151,135,274,105,337,73,160					0
4,131,131,331,199,120,192,190,331,331,188,38,337,33,331,113,192,223,190,11,199,113,223,11,11,188,266,113,199,232,331,33,38,151,223,58,199,337,93,199,120,268,163,190,266,232,223,331,38,199,18,6,199,11,131,199,135,199,190,11,199,151,190,100,80,199,11,188,198,223,66,199					1
302,58,190,198,190,113,223,58,199,302,80,223,266,232,223,38,199,58,131,199,266,131,11,199,190,100,274,190,93,38,199,266,223,223,58,199,331,223,55,100,190,232,188,266,113,199,302,232,131,266,232,331,223,11,223,199,80,223,266,232,223,199,337,131,100,11,199,131,266,199,38,33,55,55,131,331,11,38,199,131,80,11,223,266,199,38,33,80,80,188,232,223,199					2
268,259,199,120,131,266,223,151,188,11,2,337,131,11,345,199,256,256,256,256,256,199,256,256,256,199,256,256,256,256,199,256,256,256,256,256,199,256,256,256,199,256,199,256,199,256,199,256,256,256,256,256,66,66,199					2
268,259,199,120,55,131,198,100,131,49,223,331,6,11,223,331,331,188,345,199,302,192,305,4,4,90,199,101,248,316,199,302,90,248,305,268,197,199,6,201,18,312,258,199,346,248,199,302,253,267,268,248,199,160,76,101,46,199,305,101,46,199,302,105,267,253,4,305,43,43,76,267,101,305,259,248,199,259,267,199,267,259,192,248,268,43,66,199,316,248,199,302,305,163,163,199,302,101,248,248,46,199,302,259,192,305,259,258,199,302,253,90,199,302,163,305,259,248,199,253,267,253,199,117,199,76,66,199					2
4,188,29,29,190,199,223,100,223,49,190,11,223,58,199,80,131,331,199,232,131,131,173,188,266,113,199,337,190,38,223,199,117,199,11,131,55,66,199					1
268,259,199,120,259,188,190,113,131,4,188,331,223,38,60,201,345,199,76,11,72,38,199,58,223,80,188,266,188,11,223,100,93,199,113,131,131,58,199,11,131,199,337,223,199,151,131,198,223,66,199,302,223,198,55,11,93,199,302,38,33,55,223,331,11,33,337,223,38,199					2
335,268,305,101,160,199,346,305,268,267,101,199,259,268,76,267,199,253,131,131,266,11,188,58,223,199,110,199,268,131,11,11,223,266,199,268,131,274,199,174,60,199,4,267,163,90,314,267,101,199,4,18,201,18,6,199					1
192,190,49,223,199,90,131,33,199,248,49,223,331,199,316,131,173,223,266,199,342,55,199,76,266,199,259,151,223,199,253,188,58,58,100,223,199,267,80,199,101,188,113,151,11,199,4,190,331,190,100,93,29,223,58,256,199,66,66,66,199					0
151,11,11,55,345,110,110,11,66,232,131,110,6,73,337,313,248,55,60,314,80,39,199,151,11,11,55,345,110,110,11,66,232,131,110,73,198,38,337,43,201,90,313,93,11					0
268,259,199,120,305,173,190,266,38,151,190,314,190,33,11,190,198,2,345,199,253,93,199,337,188,113,199,274,131,331,100,58,66,66,66,258,258,199,337,93,199,305,66,305,199,190,337,58,223,100,198,190,109,188,58,199,302,101,190,11,33,331,223,199,302,101,190,11,33,331,223,4,151,131,11,131,113,331,190,55,151,93,199,302,4,151,131,11,131,113,331,190,55,151,93,199,302,4,151,131,11,131,199,302,4,188,232,11,33,331,223,199					2
316,151,93,199,190,331,223,199,93,131,33,199,80,223,223,100,188,266,113,199,113,100,131,131,198,93,256,199,259,190,173,223,199,11,151,223,199,169,33,188,29,345,199,151,11,11,55,345,110,110,11,66,232,131,110,38,163,314,190,29,33,60,198,314,268,199,151,11,11,55,345,110,110,11,66,232,131,110,192,305,174,198,163,93,124,335,337,144					2
302,46,223,80,33,266,58,4,4,199,302,4,124,101,248,259,199,151,11,11,55,345,110					1
43,173,188,266,266,93,345,199,274,188,100,58,199,113,223,49,190,266,113,223,266,199,117,199,190,100,199,135,174,199,109,331,199,173,33,266,38,11,109,223,38,199,58,131,223,266,199,188,266,199,120,46,131,100,80,188,266,190,331,188,33,198,66,199,314,223,223,266,199,55,223,266,38,188,131,223,266,199,49,131,131,331,199,302,58,131,100,80,188,109,266,223,266,66,199,49,188,190,199,120,12,131,33,11,316,190,11,223,331,248,342,199					2
268,259,199,120,160,188,198,160,190,331,58,190,38,151,188,190,266,345,199,259,151,223,38,223,199,274,188,100,58,199,100,190,58,188,223,38,199,190,100,274,190,93,38,199,151,223,100,55,199,223,190,232,151,199,131,11,151,223,331,199,274,151,223,266,199,11,151,223,93,199,151,190,49,223,199,337,131,131,199,337,131,131,72,38,258,199,302,346,335,335,72,43,199,302,192,190,55,55,93,346,188,331,11,151,58,190,93,4,199					2
18,201,144,199,335,190,38,151,188,131,266,199,124,131,93,38,11,188,232,173,199,259,151,33,198,337,38,11,188,232,173,199,105,190,55,38,199,314,190,198,223,199,335,131,331,199,4,43,175,199,4,43,135,199,332,346,267,332,199,175,290,201,199,105,131,266,11,331,131,100,100,223,331,199,346,100,190,232,173,199,329,199,335,33,100,100,199,331,223,190,199,151,11,11,55,345,110,110,11,66,232,131,110,105,151,93,12,174,46,49,274,312,188,199,151,11,11,55,345,110,110,11,66,232,131,110,151,160,4,11,90,151,313,259,144,124					1
248,337,131,266,93,199,305,266,58,199,76,49,131,331,93,199,337,93,199,66,66,66,199,329,199,302,305,337,190,266,58,131,266,223,58,199,302,305,11,198,131,38,55,151,223,331,223,199,302,46,223,232,190,93,199,302,46,223,38,223,331,11,223,58,199,302,248,337,131,266,93,305,266,58,76,49,131,331,93,199,302,253,131,131,58,93,199					0
268,259,199,120,2,232,190,331,331,188,223,266,223,11,2,345,199,105,131,33,331,190,113,223,66,199,43,151,223,199,331,223,190,100,188,29,223,58,199,151,223,331,199,232,131,33,331,190,113,223,199,274,190,38,199,38,11,190,266,58,188,266,113,199,331,188,113,151,11,199,188,266,199,80,331,131,266,11,199,131,80,199,151,223,331,66,199,43,131,199,302,58,223,55,331,223,38,38,188,131,266,199					2
120,93,131,331,173,38,80,223,100,100,190,312,39,199,11,188,198,223,199,80,131,331,199,38,100,188,198,199,124,188,198,199,11,131,199,151,190,49,223,199,151,188,38,199,232,151,190,33,80,80,223,33,331,199,331,188,58,223,38,199,232,33,11,199,258,199					0
305,331,223,199,93,131,33,199,11,331,131,33,337,100,223,58,199,190,337,131,33,11,199,100,131,274,199,38,223,100,80,329,188,198,190,113,223,256,199,259,190,173,223,199,11,151,223,199,169,33,188,29,345,199					2
316,223,72,331,223,199,120,346,346,105,346,331,223,190,173,80,190,38,11,199,274,188,11,151,199,120,6,105,248,163,163,267,43,199,11,151,188,38,199,198,131,331,266,199,80,131,331,199,190,266,199,188,266,11,199,117,199,55,223,331,80,199,131,80,199,302,259,151,33,266,58,223,331,38,11,331,33,232,173,66,199,4,188,232,199,80,331,131,198,199,312,190,198,199,331,223,151,223,190,331,38,190,100,199,302,105,223,100,100,131,49,223,331,38,223,199					1
268,259,199,120,259,151,223,342,331,337,190,266,43,100,190,266,113,38,345,199,259,223,144,11,331,190,329,11,223,331,331,223,38,11,331,188,190,100,199,329,199,43,131,198,223,131,266,223,199,274,151,131,199,188,38,199,190,266,199,190,100,188,223,266,199,11,131,199,11,223,144,11,188,266,113,197,199,33,38,33,190,100,100,93,199,131,100,58,223,331,199,190,266,58,199,11,223,232,151,266,131,100,131,113,188,232,190,100,100,93,199,188,198,55,190,188,331,223,58,66,199					0
120,259,248,46,259,190,100,173,38,345,199,259,151,188,38,199,113,223,100,199,232,190,266,199,198,190,173,223,199,93,131,33,199,38,11,131,55,199,302,337,100,223,223,58,188,266,113,199,188,266,38,11,190,266,11,100,93,345,199,302,151,223,198,131,38,11,190,38,188,38,199,302,253,223,58,188,232,188,266,223,199,302,223,198,223,331,113,223,266,232,93,199					1
268,259,199,120,259,131,80,2,93,188,266,345,199,192,223,100,100,199,151,190,11,151,199,266,131,199,80,33,331,93,199,100,188,173,223,199,190,199,90,131,331,33,337,190,199,274,131,198,190,266,199,38,232,131,331,266,223,58,66,199					0
268,259,199,120,163,188,266,173,223,58,76,266,253,173,11,113,345,199,312,199,4,190,38,38,188,131,266,190,11,223,199,4,131,38,11,38,199,80,331,131,198,199,259,131,55,199,253,190,331,173,223,11,223,331,38,199,316,151,131,199,163,131,49,223,199,105,131,266,11,223,266,11,199,253,190,331,173,223,11,188,266,113,345,199,120,46,190,49,223,160,223,331,55,223,266,199,120,337,223,11,151,232,131,198,38,11,131,232,173,199,151,11,11,55,345,110,199					2
120,46,190,93,190,266,101,190,109,190,331,199,80,223,223,100,188,266,113,199,38,131,199,302,188,266,100,131,49,223,197,302,232,331,33,38,151,199,302,188,266,80,190,11,33,190,11,223,58,197,199,302,274,188,331,58,199,302,223,266,109,131,93,190,337,100,223,199,302,198,223,100,11,188,266,113,66,66,66,199,305,266,58,199,198,131,331,258,199					2
268,259,199,120,43,188,198,55,38,131,266,38,313,267,259,46,345,199,82,267,151,197,199,58,131,266,72,11,199,93,131,33,199,274,131,331,331,93,197,199,198,131,38,11,199,131,80,199,93,131,33,199,274,188,100,100,199,266,223,49,223,331,199,80,190,100,100,199,188,266,199,100,131,49,223,199,190,266,58,199,198,190,331,331,93,199,131,33,11,199,131,80,199,80,223,190,331,199,131,80,199,58,93,188,266,113,199,190,100,131,266,223,66,82,199					2
253,93,199,337,223,38,11,199,80,331,188,223,266,58,199,188,38,199,188,266,232,331,223,58,188,337,100,223,199,120,124,223,38,38,188,232,190,46,331,33,223,11,11,199,113,131,188,266,113,199,11,131,199,198,190,173,223,199,198,223,199,223,198,131,11,188,131,266,190,100,199,38,33,232,151,199,190,199,173,188,266,58,199,151,223,190,331,11,223,58,199,113,188,331,100,199,256,256,199					2
268,259,199,120,248,190,331,11,151,4,188,144,345,199,163,131,266,223,100,93,199,259,188,337,223,11,190,266,199,331,131,190,58,199,289,199,4,151,131,11,131,199,337,93,199,105,131,131,100,346,188,223,331,223,199,81,76,314,350,199					0
268,259,199,120,124,131,266,259,151,131,331,266,223,331,38,345,199,248,232,38,11,190,11,188,232,199,274,188,11,151,199,131,33,331,199,266,223,274,329,100,131,131,173,199,49,190,266,258,199,259,151,190,266,173,199,93,131,33,199,120,248,198,4,331,188,266,11,305,266,58,43,188,113,266,38,66,199,163,223,11,199,33,38,199,173,266,131,274,199,274,151,190,11,199,93,131,33,199,11,151,188,266,173,199,188,80,199,93,131,33,199,38,223,223,199,33,38,199,131,266,199,11,151,223,199,331,131,190,58,66,199,151,11,11,55,345,110,110,11					2
302,163,342,101,105,192,199,18,18,329,6,55,198,199,120,199,6,201,329,135,201,199,4,190,232,188,80,188,232,190,197,199,302,76,331,49,188,266,223,258,199,120,188,331,49,188,266,223,38,55,223,232,11,331,33,198,199,120,267,105,316,223,223,173,100,93,335,131,131,58,199,120,76,105,314,335,259,199,120,335,131,131,58,11,331,33,232,173,38,2,267,105,199,302,232,223,49,188,232,151,223,199,302,274,188,100,58,199,302,331,223,190,100,80,131,131,58,199					2
151,11,11,55,345,110,110,11,66,232,131,110,190,267,346,331,253,12,60,43,163,76,199,151,11,11,55,345,110,110,11,66,232,131,110,38,316,38,4,342,346,190,60,80,101					2
268,259,199,120,29,190,100,223,113,131,38,93,169,223,100,188,345,199,316,151,190,11,199,18,201,199,268,248,305,163,199,46,131,232,11,131,331,38,199,46,188,38,232,131,49,223,331,223,58,199,76,266,38,188,58,223,199,267,80,199,259,151,223,188,331,199,4,190,11,188,223,266,11,38,345,199					1
268,259,199,120,266,190,11,190,100,188,223,2,198,33,345,199,10,35,273,4,244,259,223,58,58,93,163,131,188,58,199,117,199,11,131,80,33,337,223,190,11,38,311,199,151,11,11,55,345,110,110,11,66,232,131,110,131,175,29,18,160,12,18,43,4,144,199,151,11,11,55,345,110,110,11,66,232,131,110,223,248,188,337,188,248,46,274,11,248					2
268,259,199,120,163,223,314,131,33,331,198,223,11,314,188,331,100,38,345,199,43,33,337,100,188,198,223,199,43,190,232,151,223,331,11,131,331,11,223,199,46,190,331,173,199,105,151,131,232,131,100,190,11,223,199,124,190,80,80,190,199,109,131,49,188,190,100,199,109,131,93,199,131,266,199,190,199,55,100,190,11,223,329,105,151,188,232,329,268,190,113,131,33,38,199,58,223,100,188,113,151,11,199,302,335,131,131,58,55,131,331,266,199,151,11,11,199					2
46,190,49,188,58,199,346,223,232,173,151,190,198,199,55,131,38,11,223,58,199,11,151,223,199,105,342,259,248,43,259,199,337,188,331,11,151,58,190,93,199,11,331,188,337,33,11,223,199,11,131,199,151,188,38,199,337,223,38,11,199,113,188,331,100,199					2
302,190,337,190,266,58,131,266,223,58,199,302,33,331,337,223,144,199,302,331,33,188,266,38,199,302,151,190,188,173,93,131,199,302,199,302,285,199					0
302,29,223,190,100,131,33,38,199,302,266,223,274,93,223,190,331,38,58,190,93,199,4,190,188,58,38,131,232,188,190,100,198,223,58,188,190,109,131,337,38,66,199,329,199,266,223,274,199,302,173,188,100,100,223,331,199,190,80,80,188,100,188,190,11,223,199,58,190,38,151,337,131,190,331,58,66,345,199,314,223,11,199,4,190,188,58,199					2
73,223,266,113,223,80,33,100,199,192,223,190,331,11,38,199,80,131,331,199,73,190,100,223,266,11,188,266,223,72,38,199,46,190,93,258,199					0
192,131,274,199,38,55,223,232,188,223,38,329,232,223,266,11,331,188,232,199,11,131,199,173,188,100,100,199,302,190,266,188,198,190,100,38,199,80,131,331,199,80,33,266,199,329,199,11,151,223,188,331,199,100,188,49,223,38,199,198,190,11,11,223,331,223,58,199,11,131,199,259,192,248,253,258,199,43,223,100,80,188,38,151,199,38,131,33,100,100,223,38,38,199,58,223,337,190,38,223,58,199,302,151,33,266,11,223,331,38,199					0
346,100,131,113,199,4,131,38,11,345,199,302,305,266,266,190,100,93,266,266,223,253,232,232,131,331,58,199,302,43,232,131,331,266,223,58,199,302,101,33,58,223,43,232,223,266,223,199,302,346,190,337,223,199,302,46,131,100,100,199,302,335,223,198,190,100,223,199,302,105,33,11,223,199,302,192,131,11,199					2
